evidence_id,case_id,fir_number,evidence_number,evidence_type,description,collected_by_officer_id,collection_location,storage_location,chain_of_custody_status,created_at
EVID-000878,CASE-000078,FIR/2026/PS-CHE-001/00078,EVID/00078/0878,FORENSIC,Chemical reagent sample,OFFICER-00035,"Near Landmark 30, T. Nagar, Chennai","Locker-18, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-04-15T05:53:35.154631
EVID-000879,CASE-000079,FIR/2024/PS-CHE-002/00079,EVID/00079/0879,FORENSIC,Toxicology vial from post-mortem,OFFICER-00035,"Near Landmark 28, Mylapore, Chennai","Locker-40, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-10-29T11:53:35.154658
EVID-000880,CASE-000080,FIR/2025/PS-LKO-001/00080,EVID/00080/0880,FORENSIC,Toxicology vial from post-mortem,OFFICER-00008,"Near Landmark 41, Hazratganj, Lucknow","Locker-27, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-08-30T10:53:35.154682
EVID-000881,CASE-000081,FIR/2026/PS-MUM-001/00081,EVID/00081/0881,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00038,"Near Landmark 47, Colaba, Mumbai City","Locker-21, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-11-05T20:53:35.154712
EVID-000882,CASE-000082,FIR/2025/PS-MUM-002/00082,EVID/00082/0882,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00017,"Near Landmark 69, Bandra West, Mumbai Suburban","Locker-24, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-02-14T09:53:35.154761
EVID-000883,CASE-000083,FIR/2024/PS-PUN-001/00083,EVID/00083/0883,DOCUMENTARY,Fake identification card,OFFICER-00013,"Near Landmark 29, Shivajinagar, Pune","Locker-15, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-12-07T05:53:35.154789
EVID-000884,CASE-000084,FIR/2026/PS-DEL-001/00084,EVID/00084/0884,DOCUMENTARY,Fake identification card,OFFICER-00043,"Near Landmark 16, Connaught Place, Central Delhi","Locker-4, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-02-19T01:53:35.154827
EVID-000885,CASE-000085,FIR/2025/PS-DEL-002/00085,EVID/00085/0885,DOCUMENTARY,Handwritten ransom note,OFFICER-00040,"Near Landmark 97, Hauz Khas, South Delhi","Locker-18, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-08-08T08:53:35.154854
EVID-000886,CASE-000086,FIR/2026/PS-BLR-001/00086,EVID/00086/0886,FORENSIC,Chemical reagent sample,OFFICER-00017,"Near Landmark 68, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-17, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-04-05T18:53:35.154880
EVID-000887,CASE-000087,FIR/2024/PS-BLR-002/00087,EVID/00087/0887,PHYSICAL,Shoe impression cast,OFFICER-00040,"Near Landmark 11, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-2, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-07-08T19:53:35.154904
EVID-000888,CASE-000088,FIR/2025/PS-CHE-001/00088,EVID/00088/0888,DOCUMENTARY,Fake identification card,OFFICER-00029,"Near Landmark 54, T. Nagar, Chennai","Locker-29, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2025-11-07T17:53:35.154968
EVID-000889,CASE-000089,FIR/2025/PS-CHE-002/00089,EVID/00089/0889,DIGITAL,USB flash drive with encrypted documents,OFFICER-00041,"Near Landmark 73, Mylapore, Chennai","Locker-32, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-08-13T22:53:35.155013
EVID-000890,CASE-000090,FIR/2024/PS-LKO-001/00090,EVID/00090/0890,PHYSICAL,Fabric sample with blood stains,OFFICER-00009,"Near Landmark 46, Hazratganj, Lucknow","Locker-49, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-10-27T05:53:35.155054
EVID-000891,CASE-000091,FIR/2025/PS-MUM-001/00091,EVID/00091/0891,FORENSIC,Chemical reagent sample,OFFICER-00044,"Near Landmark 88, Colaba, Mumbai City","Locker-7, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-11-06T03:53:35.155095
EVID-000892,CASE-000092,FIR/2024/PS-MUM-002/00092,EVID/00092/0892,DIGITAL,SIM card recovered,OFFICER-00004,"Near Landmark 82, Bandra West, Mumbai Suburban","Locker-31, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-04-02T01:53:35.155135
EVID-000893,CASE-000093,FIR/2024/PS-PUN-001/00093,EVID/00093/0893,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00007,"Near Landmark 88, Shivajinagar, Pune","Locker-49, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-07-06T00:53:35.155177
EVID-000894,CASE-000094,FIR/2026/PS-DEL-001/00094,EVID/00094/0894,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00030,"Near Landmark 48, Connaught Place, Central Delhi","Locker-37, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-08-24T14:53:35.155226
EVID-000895,CASE-000095,FIR/2025/PS-DEL-002/00095,EVID/00095/0895,FORENSIC,Toxicology vial from post-mortem,OFFICER-00016,"Near Landmark 67, Hauz Khas, South Delhi","Locker-23, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2026-07-27T19:53:35.155271
EVID-000896,CASE-000096,FIR/2026/PS-BLR-001/00096,EVID/00096/0896,PHYSICAL,Fabric sample with blood stains,OFFICER-00036,"Near Landmark 16, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-13, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-04-25T15:53:35.155320
EVID-000897,CASE-000097,FIR/2026/PS-BLR-002/00097,EVID/00097/0897,FORENSIC,Bullet casing recovered from floor,OFFICER-00031,"Near Landmark 57, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-47, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-06-18T20:53:35.155362
EVID-000898,CASE-000098,FIR/2025/PS-CHE-001/00098,EVID/00098/0898,DOCUMENTARY,Fake identification card,OFFICER-00034,"Near Landmark 27, T. Nagar, Chennai","Locker-20, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-08-06T08:53:35.155404
EVID-000899,CASE-000099,FIR/2024/PS-CHE-002/00099,EVID/00099/0899,PHYSICAL,Latent fingerprint lifted from door handle,OFFICER-00042,"Near Landmark 70, Mylapore, Chennai","Locker-39, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-04-30T20:53:35.155446
EVID-000900,CASE-000100,FIR/2026/PS-LKO-001/00100,EVID/00100/0900,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00030,"Near Landmark 53, Hazratganj, Lucknow","Locker-15, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-07-23T07:53:35.155489
EVID-000901,CASE-000101,FIR/2025/PS-MUM-001/00101,EVID/00101/0901,DIGITAL,SIM card recovered,OFFICER-00034,"Near Landmark 12, Colaba, Mumbai City","Locker-40, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-05-24T22:53:35.155532
EVID-000902,CASE-000102,FIR/2024/PS-MUM-002/00102,EVID/00102/0902,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00018,"Near Landmark 38, Bandra West, Mumbai Suburban","Locker-50, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-07-03T18:53:35.155574
EVID-000903,CASE-000103,FIR/2024/PS-PUN-001/00103,EVID/00103/0903,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00039,"Near Landmark 20, Shivajinagar, Pune","Locker-35, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-03-24T22:53:35.155621
EVID-000904,CASE-000104,FIR/2026/PS-DEL-001/00104,EVID/00104/0904,PHYSICAL,Shoe impression cast,OFFICER-00046,"Near Landmark 47, Connaught Place, Central Delhi","Locker-7, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-07-11T02:53:35.155663
EVID-000905,CASE-000105,FIR/2025/PS-DEL-002/00105,EVID/00105/0905,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00024,"Near Landmark 60, Hauz Khas, South Delhi","Locker-22, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-11-05T18:53:35.155703
EVID-000906,CASE-000106,FIR/2026/PS-BLR-001/00106,EVID/00106/0906,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00013,"Near Landmark 24, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-4, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-09-23T05:53:35.155743
EVID-000907,CASE-000107,FIR/2024/PS-BLR-002/00107,EVID/00107/0907,FORENSIC,Toxicology vial from post-mortem,OFFICER-00031,"Near Landmark 16, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-16, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-03-04T16:53:35.155816
EVID-000908,CASE-000108,FIR/2026/PS-CHE-001/00108,EVID/00108/0908,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00004,"Near Landmark 12, T. Nagar, Chennai","Locker-10, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-04-13T11:53:35.155864
EVID-000909,CASE-000109,FIR/2026/PS-CHE-002/00109,EVID/00109/0909,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00035,"Near Landmark 93, Mylapore, Chennai","Locker-36, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-10-14T06:53:35.155910
EVID-000910,CASE-000110,FIR/2026/PS-LKO-001/00110,EVID/00110/0910,FORENSIC,Chemical reagent sample,OFFICER-00011,"Near Landmark 94, Hazratganj, Lucknow","Locker-48, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-06-21T11:53:35.155954
EVID-000911,CASE-000111,FIR/2024/PS-MUM-001/00111,EVID/00111/0911,PHYSICAL,Fabric sample with blood stains,OFFICER-00043,"Near Landmark 74, Colaba, Mumbai City","Locker-40, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-08-05T18:53:35.155996
EVID-000912,CASE-000112,FIR/2024/PS-MUM-002/00112,EVID/00112/0912,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00038,"Near Landmark 89, Bandra West, Mumbai Suburban","Locker-34, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-09-05T07:53:35.156041
EVID-000913,CASE-000113,FIR/2024/PS-PUN-001/00113,EVID/00113/0913,FORENSIC,Chemical reagent sample,OFFICER-00003,"Near Landmark 76, Shivajinagar, Pune","Locker-44, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-05-14T22:53:35.156083
EVID-000914,CASE-000114,FIR/2025/PS-DEL-001/00114,EVID/00114/0914,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00002,"Near Landmark 24, Connaught Place, Central Delhi","Locker-32, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-07-09T05:53:35.156139
EVID-000915,CASE-000115,FIR/2024/PS-DEL-002/00115,EVID/00115/0915,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00048,"Near Landmark 70, Hauz Khas, South Delhi","Locker-13, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-11-22T00:53:35.156179
EVID-000916,CASE-000116,FIR/2026/PS-BLR-001/00116,EVID/00116/0916,FORENSIC,Chemical reagent sample,OFFICER-00042,"Near Landmark 35, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-44, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-09-09T02:53:35.156219
EVID-000917,CASE-000117,FIR/2024/PS-BLR-002/00117,EVID/00117/0917,PHYSICAL,Latent fingerprint lifted from door handle,OFFICER-00004,"Near Landmark 77, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-15, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-05-29T17:53:35.156259
EVID-000918,CASE-000118,FIR/2024/PS-CHE-001/00118,EVID/00118/0918,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00018,"Near Landmark 81, T. Nagar, Chennai","Locker-17, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-04-28T04:53:35.156299
EVID-000919,CASE-000119,FIR/2025/PS-CHE-002/00119,EVID/00119/0919,DOCUMENTARY,Handwritten ransom note,OFFICER-00035,"Near Landmark 21, Mylapore, Chennai","Locker-32, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-05-18T20:53:35.156339
EVID-000920,CASE-000120,FIR/2024/PS-LKO-001/00120,EVID/00120/0920,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00005,"Near Landmark 78, Hazratganj, Lucknow","Locker-32, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-06-03T23:53:35.156390
EVID-000921,CASE-000121,FIR/2026/PS-MUM-001/00121,EVID/00121/0921,PHYSICAL,Shoe impression cast,OFFICER-00050,"Near Landmark 68, Colaba, Mumbai City","Locker-7, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-07-13T18:53:35.156456
EVID-000922,CASE-000122,FIR/2026/PS-MUM-002/00122,EVID/00122/0922,PHYSICAL,Fabric sample with blood stains,OFFICER-00015,"Near Landmark 91, Bandra West, Mumbai Suburban","Locker-32, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-07-13T10:53:35.156503
EVID-000923,CASE-000123,FIR/2024/PS-PUN-001/00123,EVID/00123/0923,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00031,"Near Landmark 45, Shivajinagar, Pune","Locker-13, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-04-10T08:53:35.156548
EVID-000924,CASE-000124,FIR/2026/PS-DEL-001/00124,EVID/00124/0924,DOCUMENTARY,Handwritten ransom note,OFFICER-00036,"Near Landmark 18, Connaught Place, Central Delhi","Locker-4, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-07-26T13:53:35.156591
EVID-000925,CASE-000125,FIR/2025/PS-DEL-002/00125,EVID/00125/0925,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00026,"Near Landmark 93, Hauz Khas, South Delhi","Locker-11, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2026-02-06T17:53:35.156632
EVID-000926,CASE-000126,FIR/2024/PS-BLR-001/00126,EVID/00126/0926,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00025,"Near Landmark 49, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-10, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-06-03T11:53:35.156674
EVID-000927,CASE-000127,FIR/2024/PS-BLR-002/00127,EVID/00127/0927,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00019,"Near Landmark 74, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-5, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-05-07T05:53:35.156715
EVID-000928,CASE-000128,FIR/2024/PS-CHE-001/00128,EVID/00128/0928,FORENSIC,Chemical reagent sample,OFFICER-00003,"Near Landmark 17, T. Nagar, Chennai","Locker-11, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-03-05T15:53:35.156761
EVID-000929,CASE-000129,FIR/2026/PS-CHE-002/00129,EVID/00129/0929,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00048,"Near Landmark 99, Mylapore, Chennai","Locker-7, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2026-07-25T03:53:35.156803
EVID-000930,CASE-000130,FIR/2025/PS-LKO-001/00130,EVID/00130/0930,PHYSICAL,Shoe impression cast,OFFICER-00030,"Near Landmark 29, Hazratganj, Lucknow","Locker-25, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-07-07T03:53:35.156853
EVID-000931,CASE-000131,FIR/2025/PS-MUM-001/00131,EVID/00131/0931,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00034,"Near Landmark 44, Colaba, Mumbai City","Locker-12, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-05-28T22:53:35.156901
EVID-000932,CASE-000132,FIR/2026/PS-MUM-002/00132,EVID/00132/0932,DOCUMENTARY,Forged land deed agreement,OFFICER-00024,"Near Landmark 52, Bandra West, Mumbai Suburban","Locker-48, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-03-12T07:53:35.156947
EVID-000933,CASE-000133,FIR/2025/PS-PUN-001/00133,EVID/00133/0933,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00019,"Near Landmark 56, Shivajinagar, Pune","Locker-46, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-01-09T20:53:35.156991
EVID-000934,CASE-000134,FIR/2024/PS-DEL-001/00134,EVID/00134/0934,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00019,"Near Landmark 59, Connaught Place, Central Delhi","Locker-38, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-10-30T13:53:35.157038
EVID-000935,CASE-000135,FIR/2025/PS-DEL-002/00135,EVID/00135/0935,DOCUMENTARY,Fake identification card,OFFICER-00013,"Near Landmark 99, Hauz Khas, South Delhi","Locker-19, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-11-27T02:53:35.157081
EVID-000936,CASE-000136,FIR/2025/PS-BLR-001/00136,EVID/00136/0936,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00048,"Near Landmark 22, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-11, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-08-01T02:53:35.157122
EVID-000937,CASE-000137,FIR/2025/PS-BLR-002/00137,EVID/00137/0937,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00022,"Near Landmark 34, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-33, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-12-31T06:53:35.157164
EVID-000938,CASE-000138,FIR/2026/PS-CHE-001/00138,EVID/00138/0938,DOCUMENTARY,Forged land deed agreement,OFFICER-00010,"Near Landmark 39, T. Nagar, Chennai","Locker-28, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2025-12-11T01:53:35.157207
EVID-000939,CASE-000139,FIR/2026/PS-CHE-002/00139,EVID/00139/0939,DOCUMENTARY,Forged land deed agreement,OFFICER-00010,"Near Landmark 16, Mylapore, Chennai","Locker-49, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-05-25T08:53:35.157250
EVID-000940,CASE-000140,FIR/2025/PS-LKO-001/00140,EVID/00140/0940,DOCUMENTARY,Handwritten ransom note,OFFICER-00008,"Near Landmark 34, Hazratganj, Lucknow","Locker-35, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2026-02-07T05:53:35.157291
EVID-000941,CASE-000141,FIR/2026/PS-MUM-001/00141,EVID/00141/0941,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00022,"Near Landmark 88, Colaba, Mumbai City","Locker-6, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-06-12T07:53:35.157331
EVID-000942,CASE-000142,FIR/2024/PS-MUM-002/00142,EVID/00142/0942,DOCUMENTARY,Fake identification card,OFFICER-00039,"Near Landmark 17, Bandra West, Mumbai Suburban","Locker-44, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-08-03T03:53:35.157372
EVID-000943,CASE-000143,FIR/2024/PS-PUN-001/00143,EVID/00143/0943,DOCUMENTARY,Forged land deed agreement,OFFICER-00023,"Near Landmark 24, Shivajinagar, Pune","Locker-50, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-05-27T10:53:35.157416
EVID-000944,CASE-000144,FIR/2024/PS-DEL-001/00144,EVID/00144/0944,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00030,"Near Landmark 64, Connaught Place, Central Delhi","Locker-42, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-07-11T17:53:35.157458
EVID-000945,CASE-000145,FIR/2025/PS-DEL-002/00145,EVID/00145/0945,DIGITAL,USB flash drive with encrypted documents,OFFICER-00043,"Near Landmark 34, Hauz Khas, South Delhi","Locker-41, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2026-01-09T11:53:35.157503
EVID-000946,CASE-000146,FIR/2026/PS-BLR-001/00146,EVID/00146/0946,FORENSIC,Toxicology vial from post-mortem,OFFICER-00021,"Near Landmark 60, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-7, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-02-04T02:53:35.157545
EVID-000947,CASE-000147,FIR/2024/PS-BLR-002/00147,EVID/00147/0947,PHYSICAL,Latent fingerprint lifted from door handle,OFFICER-00004,"Near Landmark 90, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-22, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-02-10T11:53:35.157587
EVID-000948,CASE-000148,FIR/2026/PS-CHE-001/00148,EVID/00148/0948,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00025,"Near Landmark 95, T. Nagar, Chennai","Locker-9, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-04-14T18:53:35.157628
EVID-000949,CASE-000149,FIR/2025/PS-CHE-002/00149,EVID/00149/0949,FORENSIC,Toxicology vial from post-mortem,OFFICER-00013,"Near Landmark 18, Mylapore, Chennai","Locker-17, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-10-05T16:53:35.157673
EVID-000950,CASE-000150,FIR/2026/PS-LKO-001/00150,EVID/00150/0950,FORENSIC,Bullet casing recovered from floor,OFFICER-00040,"Near Landmark 77, Hazratganj, Lucknow","Locker-35, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-05-03T07:53:35.157717
EVID-000951,CASE-000151,FIR/2024/PS-MUM-001/00151,EVID/00151/0951,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00026,"Near Landmark 18, Colaba, Mumbai City","Locker-40, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-05-01T09:53:35.157759
EVID-000952,CASE-000152,FIR/2024/PS-MUM-002/00152,EVID/00152/0952,DOCUMENTARY,Forged land deed agreement,OFFICER-00034,"Near Landmark 31, Bandra West, Mumbai Suburban","Locker-43, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-10-20T07:53:35.157803
EVID-000953,CASE-000153,FIR/2024/PS-PUN-001/00153,EVID/00153/0953,PHYSICAL,Shoe impression cast,OFFICER-00043,"Near Landmark 83, Shivajinagar, Pune","Locker-33, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-07-27T20:53:35.157844
EVID-000954,CASE-000154,FIR/2024/PS-DEL-001/00154,EVID/00154/0954,FORENSIC,Toxicology vial from post-mortem,OFFICER-00021,"Near Landmark 70, Connaught Place, Central Delhi","Locker-45, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-08-16T06:53:35.157888
EVID-000955,CASE-000155,FIR/2026/PS-DEL-002/00155,EVID/00155/0955,FORENSIC,Bullet casing recovered from floor,OFFICER-00044,"Near Landmark 52, Hauz Khas, South Delhi","Locker-1, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-12-05T23:53:35.157927
EVID-000956,CASE-000156,FIR/2024/PS-BLR-001/00156,EVID/00156/0956,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00011,"Near Landmark 72, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-30, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-03-08T17:53:35.157972
EVID-000957,CASE-000157,FIR/2025/PS-BLR-002/00157,EVID/00157/0957,DIGITAL,USB flash drive with encrypted documents,OFFICER-00039,"Near Landmark 82, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-39, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-01-27T15:53:35.158015
EVID-000958,CASE-000158,FIR/2024/PS-CHE-001/00158,EVID/00158/0958,DOCUMENTARY,Forged land deed agreement,OFFICER-00041,"Near Landmark 71, T. Nagar, Chennai","Locker-24, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2025-10-12T04:53:35.158069
EVID-000959,CASE-000159,FIR/2025/PS-CHE-002/00159,EVID/00159/0959,FORENSIC,Bullet casing recovered from floor,OFFICER-00034,"Near Landmark 21, Mylapore, Chennai","Locker-3, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2026-08-03T04:53:35.158122
EVID-000960,CASE-000160,FIR/2026/PS-LKO-001/00160,EVID/00160/0960,FORENSIC,Toxicology vial from post-mortem,OFFICER-00038,"Near Landmark 11, Hazratganj, Lucknow","Locker-4, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2026-01-10T22:53:35.158164
EVID-000961,CASE-000161,FIR/2026/PS-MUM-001/00161,EVID/00161/0961,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00041,"Near Landmark 76, Colaba, Mumbai City","Locker-48, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-07-20T20:53:35.158204
EVID-000962,CASE-000162,FIR/2025/PS-MUM-002/00162,EVID/00162/0962,DIGITAL,SIM card recovered,OFFICER-00020,"Near Landmark 24, Bandra West, Mumbai Suburban","Locker-2, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-06-13T07:53:35.158245
EVID-000963,CASE-000163,FIR/2025/PS-PUN-001/00163,EVID/00163/0963,PHYSICAL,Fabric sample with blood stains,OFFICER-00001,"Near Landmark 30, Shivajinagar, Pune","Locker-2, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-08-16T10:53:35.158285
