case_id,fir_number,police_station_id,station_name,assigned_officer_id,assigned_officer_name,assigned_officer_badge,crime_category,crime_type,priority,current_status,registration_date,incident_date,location,short_summary,detailed_description,applicable_sections,source,created_by,updated_by,created_at,updated_at
CASE-000076,FIR/2024/PS-BLR-001/00076,STATION-PS-BLR-001,Koramangala Police Station,OFFICER-00046,Indu Singh,BADGE-BAN-1046,NON_COGNIZABLE,CYBER_CRIME,LOW,COURT_PROCEEDINGS,2025-05-02T01:53:35.154574,2025-04-30T11:53:35.154574,"{""address"": ""Near Landmark 42, Koramangala 1st to 8th Blocks, Bangalore Urban"", ""latitude"": 12.947190665314306, ""longitude"": 77.63952271800316, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of cyber crime reported near Bangalore Urban.,Detailed police incident report regarding CYBER_CRIME under jurisdiction of Koramangala Police Station. Investigation initiated by Officer Indu Singh (BADGE-BAN-1046). Initial inspection conducted at incident location.,"[{""act"": ""IT Act"", ""section"": ""66C"", ""description"": ""Punishment for identity theft""}, {""act"": ""IT Act"", ""section"": ""66D"", ""description"": ""Punishment for cheating by personation using computer resource""}, {""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}]",WALK_IN,USER-00227,USER-00227,2025-05-02T01:53:35.154574,2026-08-31T18:53:35.154586
CASE-000077,FIR/2026/PS-BLR-002/00077,STATION-PS-BLR-002,Indiranagar Police Station,OFFICER-00007,Ravi Singh,BADGE-BAN-1007,NON_COGNIZABLE,THEFT,CRITICAL,REGISTERED,2025-07-18T08:53:35.154598,2025-07-17T15:53:35.154598,"{""address"": ""Near Landmark 65, Indiranagar 1st and 2nd Stages, Bangalore Urban"", ""latitude"": 12.968930356059346, ""longitude"": 77.6579116179075, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of theft reported near Bangalore Urban.,Detailed police incident report regarding THEFT under jurisdiction of Indiranagar Police Station. Investigation initiated by Officer Ravi Singh (BADGE-BAN-1007). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""378"", ""description"": ""Theft""}, {""act"": ""IPC"", ""section"": ""379"", ""description"": ""Punishment for theft""}, {""act"": ""IPC"", ""section"": ""380"", ""description"": ""Theft in dwelling house""}, {""act"": ""BNS"", ""section"": ""303"", ""description"": ""Theft and aggravated theft""}]",WALK_IN,USER-00208,USER-00208,2025-07-18T08:53:35.154598,2026-08-31T18:53:35.154610
CASE-000078,FIR/2026/PS-CHE-001/00078,STATION-PS-CHE-001,T. Nagar Police Station,OFFICER-00038,Mohan Mehta,BADGE-CHE-1038,NON_COGNIZABLE,ASSAULT,MEDIUM,REGISTERED,2026-04-15T05:53:35.154631,2026-04-14T16:53:35.154631,"{""address"": ""Near Landmark 30, T. Nagar, Chennai"", ""latitude"": 13.03133958578486, ""longitude"": 80.25209185485326, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of assault reported near Chennai.,Detailed police incident report regarding ASSAULT under jurisdiction of T. Nagar Police Station. Investigation initiated by Officer Mohan Mehta (BADGE-CHE-1038). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""323"", ""description"": ""Punishment for voluntarily causing hurt""}, {""act"": ""IPC"", ""section"": ""325"", ""description"": ""Punishment for voluntarily causing grievous hurt""}, {""act"": ""BNS"", ""section"": ""115"", ""description"": ""Voluntarily causing hurt""}]",WALK_IN,USER-00036,USER-00036,2026-04-15T05:53:35.154631,2026-08-31T18:53:35.154645
CASE-000079,FIR/2024/PS-CHE-002/00079,STATION-PS-CHE-002,Mylapore Police Station,OFFICER-00039,Deepa Saxena,BADGE-CHE-1039,COGNIZABLE,KIDNAPPING,CRITICAL,UNDER_INVESTIGATION,2025-10-29T11:53:35.154658,2025-10-28T06:53:35.154658,"{""address"": ""Near Landmark 28, Mylapore, Chennai"", ""latitude"": 13.029947317977749, ""longitude"": 80.25050393590963, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of kidnapping reported near Chennai.,Detailed police incident report regarding KIDNAPPING under jurisdiction of Mylapore Police Station. Investigation initiated by Officer Deepa Saxena (BADGE-CHE-1039). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""364"", ""description"": ""Kidnapping or abducting in order to murder""}, {""act"": ""IPC"", ""section"": ""364A"", ""description"": ""Kidnapping for ransom""}, {""act"": ""BNS"", ""section"": ""140"", ""description"": ""Kidnapping or abduction for ransom""}]",WALK_IN,USER-00039,USER-00039,2025-10-29T11:53:35.154658,2026-08-31T18:53:35.154670
CASE-000080,FIR/2025/PS-LKO-001/00080,STATION-PS-LKO-001,Hazratganj Police Station,OFFICER-00030,Yogesh Mishra,BADGE-LUC-1030,NON_COGNIZABLE,ACCIDENT,HIGH,CHARGE_SHEET_FILED,2025-08-30T10:53:35.154682,2025-08-28T16:53:35.154682,"{""address"": ""Near Landmark 41, Hazratganj, Lucknow"", ""latitude"": 26.846794108560154, ""longitude"": 80.93192739169974, ""district"": ""Lucknow"", ""state"": ""Uttar Pradesh""}",Incident of accident reported near Lucknow.,Detailed police incident report regarding ACCIDENT under jurisdiction of Hazratganj Police Station. Investigation initiated by Officer Yogesh Mishra (BADGE-LUC-1030). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""279"", ""description"": ""Rash driving or riding on a public way""}, {""act"": ""IPC"", ""section"": ""304A"", ""description"": ""Causing death by negligence""}, {""act"": ""Motor Vehicles Act"", ""section"": ""184"", ""description"": ""Dangerous driving""}]",WALK_IN,USER-00247,USER-00247,2025-08-30T10:53:35.154682,2026-08-31T18:53:35.154693
CASE-000081,FIR/2026/PS-MUM-001/00081,STATION-PS-MUM-001,Colaba Police Station,OFFICER-00031,Uma Naidu,BADGE-MUM-1031,NON_COGNIZABLE,MISSING_PERSON,HIGH,CHARGE_SHEET_FILED,2025-11-05T20:53:35.154712,2025-11-05T09:53:35.154712,"{""address"": ""Near Landmark 47, Colaba, Mumbai City"", ""latitude"": 18.925581012039704, ""longitude"": 72.83481014412962, ""district"": ""Mumbai City"", ""state"": ""Maharashtra""}",Incident of missing person reported near Mumbai City.,Detailed police incident report regarding MISSING_PERSON under jurisdiction of Colaba Police Station. Investigation initiated by Officer Uma Naidu (BADGE-MUM-1031). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""363"", ""description"": ""Punishment for kidnapping""}, {""act"": ""BNS"", ""section"": ""137"", ""description"": ""Kidnapping""}]",WALK_IN,USER-00022,USER-00022,2025-11-05T20:53:35.154712,2026-08-31T18:53:35.154737
CASE-000082,FIR/2025/PS-MUM-002/00082,STATION-PS-MUM-002,Bandra Police Station,OFFICER-00042,Radha Patil,BADGE-MUM-1042,COGNIZABLE,MURDER,HIGH,UNDER_INVESTIGATION,2026-02-14T09:53:35.154761,2026-02-13T16:53:35.154761,"{""address"": ""Near Landmark 69, Bandra West, Mumbai Suburban"", ""latitude"": 19.041124224979956, ""longitude"": 72.82839269389312, ""district"": ""Mumbai Suburban"", ""state"": ""Maharashtra""}",Incident of murder reported near Mumbai Suburban.,Detailed police incident report regarding MURDER under jurisdiction of Bandra Police Station. Investigation initiated by Officer Radha Patil (BADGE-MUM-1042). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""302"", ""description"": ""Punishment for murder""}, {""act"": ""IPC"", ""section"": ""307"", ""description"": ""Attempt to murder""}, {""act"": ""BNS"", ""section"": ""103"", ""description"": ""Punishment for murder""}]",WALK_IN,USER-00031,USER-00031,2026-02-14T09:53:35.154761,2026-08-31T18:53:35.154775
CASE-000083,FIR/2024/PS-PUN-001/00083,STATION-PS-PUN-001,Shivajinagar Police Station,OFFICER-00003,Deepa Verma,BADGE-PUN-1003,NON_COGNIZABLE,CYBER_CRIME,MEDIUM,UNDER_INVESTIGATION,2025-12-07T05:53:35.154789,2025-12-06T16:53:35.154789,"{""address"": ""Near Landmark 29, Shivajinagar, Pune"", ""latitude"": 18.54261376045158, ""longitude"": 73.86742092667019, ""district"": ""Pune"", ""state"": ""Maharashtra""}",Incident of cyber crime reported near Pune.,Detailed police incident report regarding CYBER_CRIME under jurisdiction of Shivajinagar Police Station. Investigation initiated by Officer Deepa Verma (BADGE-PUN-1003). Initial inspection conducted at incident location.,"[{""act"": ""IT Act"", ""section"": ""66C"", ""description"": ""Punishment for identity theft""}, {""act"": ""IT Act"", ""section"": ""66D"", ""description"": ""Punishment for cheating by personation using computer resource""}, {""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}]",WALK_IN,USER-00226,USER-00226,2025-12-07T05:53:35.154789,2026-08-31T18:53:35.154808
CASE-000084,FIR/2026/PS-DEL-001/00084,STATION-PS-DEL-001,Connaught Place Police Station,OFFICER-00014,Sachin Bhatt,BADGE-CEN-1014,NON_COGNIZABLE,THEFT,LOW,COURT_PROCEEDINGS,2026-02-19T01:53:35.154827,2026-02-17T16:53:35.154827,"{""address"": ""Near Landmark 16, Connaught Place, Central Delhi"", ""latitude"": 28.627853760751414, ""longitude"": 77.22925868185978, ""district"": ""Central Delhi"", ""state"": ""Delhi""}",Incident of theft reported near Central Delhi.,Detailed police incident report regarding THEFT under jurisdiction of Connaught Place Police Station. Investigation initiated by Officer Sachin Bhatt (BADGE-CEN-1014). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""378"", ""description"": ""Theft""}, {""act"": ""IPC"", ""section"": ""379"", ""description"": ""Punishment for theft""}, {""act"": ""IPC"", ""section"": ""380"", ""description"": ""Theft in dwelling house""}, {""act"": ""BNS"", ""section"": ""303"", ""description"": ""Theft and aggravated theft""}]",WALK_IN,USER-00018,USER-00018,2026-02-19T01:53:35.154827,2026-08-31T18:53:35.154841
CASE-000085,FIR/2025/PS-DEL-002/00085,STATION-PS-DEL-002,Hauz Khas Police Station,OFFICER-00015,Nikhil Gowda,BADGE-SOU-1015,NON_COGNIZABLE,DOMESTIC_VIOLENCE,MEDIUM,COURT_PROCEEDINGS,2025-08-08T08:53:35.154854,2025-08-06T08:53:35.154854,"{""address"": ""Near Landmark 97, Hauz Khas, South Delhi"", ""latitude"": 28.535158753225787, ""longitude"": 77.21499751806327, ""district"": ""South Delhi"", ""state"": ""Delhi""}",Incident of domestic violence reported near South Delhi.,Detailed police incident report regarding DOMESTIC_VIOLENCE under jurisdiction of Hauz Khas Police Station. Investigation initiated by Officer Nikhil Gowda (BADGE-SOU-1015). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""498A"", ""description"": ""Husband or relative of husband subjecting woman to cruelty""}, {""act"": ""DV Act"", ""section"": ""12"", ""description"": ""Application to Magistrate for domestic violence relief""}]",WALK_IN,USER-00010,USER-00010,2025-08-08T08:53:35.154854,2026-08-31T18:53:35.154867
CASE-000086,FIR/2026/PS-BLR-001/00086,STATION-PS-BLR-001,Koramangala Police Station,OFFICER-00026,Vandana Chauhan,BADGE-BAN-1026,NON_COGNIZABLE,CYBER_CRIME,HIGH,UNDER_INVESTIGATION,2026-04-05T18:53:35.154880,2026-04-05T07:53:35.154880,"{""address"": ""Near Landmark 68, Koramangala 1st to 8th Blocks, Bangalore Urban"", ""latitude"": 12.949064294173667, ""longitude"": 77.62361868871425, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of cyber crime reported near Bangalore Urban.,Detailed police incident report regarding CYBER_CRIME under jurisdiction of Koramangala Police Station. Investigation initiated by Officer Vandana Chauhan (BADGE-BAN-1026). Initial inspection conducted at incident location.,"[{""act"": ""IT Act"", ""section"": ""66C"", ""description"": ""Punishment for identity theft""}, {""act"": ""IT Act"", ""section"": ""66D"", ""description"": ""Punishment for cheating by personation using computer resource""}, {""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}]",WALK_IN,USER-00249,USER-00249,2026-04-05T18:53:35.154880,2026-08-31T18:53:35.154892
CASE-000087,FIR/2024/PS-BLR-002/00087,STATION-PS-BLR-002,Indiranagar Police Station,OFFICER-00017,Alok Malik,BADGE-BAN-1017,NON_COGNIZABLE,DOMESTIC_VIOLENCE,MEDIUM,UNDER_INVESTIGATION,2026-07-08T19:53:35.154904,2026-07-07T16:53:35.154904,"{""address"": ""Near Landmark 11, Indiranagar 1st and 2nd Stages, Bangalore Urban"", ""latitude"": 12.997565505379928, ""longitude"": 77.63999973510623, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of domestic violence reported near Bangalore Urban.,Detailed police incident report regarding DOMESTIC_VIOLENCE under jurisdiction of Indiranagar Police Station. Investigation initiated by Officer Alok Malik (BADGE-BAN-1017). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""498A"", ""description"": ""Husband or relative of husband subjecting woman to cruelty""}, {""act"": ""DV Act"", ""section"": ""12"", ""description"": ""Application to Magistrate for domestic violence relief""}]",WALK_IN,USER-00220,USER-00220,2026-07-08T19:53:35.154904,2026-08-31T18:53:35.154939
CASE-000088,FIR/2025/PS-CHE-001/00088,STATION-PS-CHE-001,T. Nagar Police Station,OFFICER-00018,Rekha Mishra,BADGE-CHE-1018,NON_COGNIZABLE,FINANCIAL_CRIME,HIGH,CHARGE_SHEET_FILED,2025-11-07T17:53:35.154968,2025-11-07T11:53:35.154968,"{""address"": ""Near Landmark 54, T. Nagar, Chennai"", ""latitude"": 13.023261296329533, ""longitude"": 80.23367255576122, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of financial crime reported near Chennai.,Detailed police incident report regarding FINANCIAL_CRIME under jurisdiction of T. Nagar Police Station. Investigation initiated by Officer Rekha Mishra (BADGE-CHE-1018). Initial inspection conducted at incident location.,"[{""act"": ""PMLA"", ""section"": ""3"", ""description"": ""Offence of money-laundering""}, {""act"": ""IPC"", ""section"": ""409"", ""description"": ""Criminal breach of trust by public servant, banker, merchant or agent""}]",WALK_IN,USER-00040,USER-00040,2025-11-07T17:53:35.154968,2026-08-31T18:53:35.154990
CASE-000089,FIR/2025/PS-CHE-002/00089,STATION-PS-CHE-002,Mylapore Police Station,OFFICER-00029,Vidya Dubey,BADGE-CHE-1029,NON_COGNIZABLE,FRAUD,MEDIUM,UNDER_INVESTIGATION,2025-08-13T22:53:35.155013,2025-08-12T12:53:35.155013,"{""address"": ""Near Landmark 73, Mylapore, Chennai"", ""latitude"": 13.015949370796342, ""longitude"": 80.26402973671223, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of fraud reported near Chennai.,Detailed police incident report regarding FRAUD under jurisdiction of Mylapore Police Station. Investigation initiated by Officer Vidya Dubey (BADGE-CHE-1029). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}, {""act"": ""IPC"", ""section"": ""406"", ""description"": ""Punishment for criminal breach of trust""}, {""act"": ""IPC"", ""section"": ""468"", ""description"": ""Forgery for purpose of cheating""}]",WALK_IN,USER-00022,USER-00022,2025-08-13T22:53:35.155013,2026-08-31T18:53:35.155033
CASE-000090,FIR/2024/PS-LKO-001/00090,STATION-PS-LKO-001,Hazratganj Police Station,OFFICER-00050,Seema Naidu,BADGE-LUC-1050,NON_COGNIZABLE,CYBER_CRIME,LOW,COURT_PROCEEDINGS,2025-10-27T05:53:35.155054,2025-10-25T15:53:35.155054,"{""address"": ""Near Landmark 46, Hazratganj, Lucknow"", ""latitude"": 26.836756802330974, ""longitude"": 80.96187408432768, ""district"": ""Lucknow"", ""state"": ""Uttar Pradesh""}",Incident of cyber crime reported near Lucknow.,Detailed police incident report regarding CYBER_CRIME under jurisdiction of Hazratganj Police Station. Investigation initiated by Officer Seema Naidu (BADGE-LUC-1050). Initial inspection conducted at incident location.,"[{""act"": ""IT Act"", ""section"": ""66C"", ""description"": ""Punishment for identity theft""}, {""act"": ""IT Act"", ""section"": ""66D"", ""description"": ""Punishment for cheating by personation using computer resource""}, {""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}]",WALK_IN,USER-00023,USER-00023,2025-10-27T05:53:35.155054,2026-08-31T18:53:35.155074
CASE-000091,FIR/2025/PS-MUM-001/00091,STATION-PS-MUM-001,Colaba Police Station,OFFICER-00021,Rakesh Tiwari,BADGE-MUM-1021,NON_COGNIZABLE,FRAUD,LOW,CHARGE_SHEET_FILED,2025-11-06T03:53:35.155095,2025-11-04T15:53:35.155095,"{""address"": ""Near Landmark 88, Colaba, Mumbai City"", ""latitude"": 18.917896404622947, ""longitude"": 72.80806048723237, ""district"": ""Mumbai City"", ""state"": ""Maharashtra""}",Incident of fraud reported near Mumbai City.,Detailed police incident report regarding FRAUD under jurisdiction of Colaba Police Station. Investigation initiated by Officer Rakesh Tiwari (BADGE-MUM-1021). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}, {""act"": ""IPC"", ""section"": ""406"", ""description"": ""Punishment for criminal breach of trust""}, {""act"": ""IPC"", ""section"": ""468"", ""description"": ""Forgery for purpose of cheating""}]",WALK_IN,USER-00207,USER-00207,2025-11-06T03:53:35.155095,2026-08-31T18:53:35.155115
CASE-000092,FIR/2024/PS-MUM-002/00092,STATION-PS-MUM-002,Bandra Police Station,OFFICER-00032,Umesh Deshmukh,BADGE-MUM-1032,NON_COGNIZABLE,OTHERS,MEDIUM,REGISTERED,2026-04-02T01:53:35.155135,2026-03-31T07:53:35.155135,"{""address"": ""Near Landmark 82, Bandra West, Mumbai Suburban"", ""latitude"": 19.0685560456395, ""longitude"": 72.81475845410417, ""district"": ""Mumbai Suburban"", ""state"": ""Maharashtra""}",Incident of others reported near Mumbai Suburban.,Detailed police incident report regarding OTHERS under jurisdiction of Bandra Police Station. Investigation initiated by Officer Umesh Deshmukh (BADGE-MUM-1032). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""506"", ""description"": ""Punishment for criminal intimidation""}]",WALK_IN,USER-00026,USER-00026,2026-04-02T01:53:35.155135,2026-08-31T18:53:35.155155
CASE-000093,FIR/2024/PS-PUN-001/00093,STATION-PS-PUN-001,Shivajinagar Police Station,OFFICER-00023,Yashoda Das,BADGE-PUN-1023,NON_COGNIZABLE,DOMESTIC_VIOLENCE,HIGH,UNDER_INVESTIGATION,2026-07-06T00:53:35.155177,2026-07-05T15:53:35.155177,"{""address"": ""Near Landmark 88, Shivajinagar, Pune"", ""latitude"": 18.53097739607903, ""longitude"": 73.846727662953, ""district"": ""Pune"", ""state"": ""Maharashtra""}",Incident of domestic violence reported near Pune.,Detailed police incident report regarding DOMESTIC_VIOLENCE under jurisdiction of Shivajinagar Police Station. Investigation initiated by Officer Yashoda Das (BADGE-PUN-1023). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""498A"", ""description"": ""Husband or relative of husband subjecting woman to cruelty""}, {""act"": ""DV Act"", ""section"": ""12"", ""description"": ""Application to Magistrate for domestic violence relief""}]",WALK_IN,USER-00247,USER-00247,2026-07-06T00:53:35.155177,2026-08-31T18:53:35.155203
