activity_id,case_id,fir_number,activity_type,description,performed_by_officer_id,timestamp
ACT-001044,CASE-000044,FIR/2026/PS-DEL-001/00044,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00005,2025-04-21T16:53:35.153551
ACT-001045,CASE-000045,FIR/2026/PS-DEL-002/00045,INTERROGATION,Suspect Vishal Saxena brought in for questioning.,OFFICER-00002,2025-11-12T10:53:35.153586
ACT-001046,CASE-000046,FIR/2025/PS-BLR-001/00046,CLOSED,Case investigation concluded and case closed.,OFFICER-00032,2026-07-14T12:53:35.153621
ACT-001047,CASE-000047,FIR/2024/PS-BLR-002/00047,ASSIGNED,Case assigned to Primary IO Pankaj Banerjee (BADGE-MUM-1012).,OFFICER-00012,2025-08-11T17:53:35.153676
ACT-001048,CASE-000048,FIR/2025/PS-CHE-001/00048,REGISTERED,FIR filed and case registered at T. Nagar Police Station.,OFFICER-00019,2026-06-13T11:53:35.153732
ACT-001049,CASE-000049,FIR/2026/PS-CHE-002/00049,CLOSED,Case investigation concluded and case closed.,OFFICER-00042,2025-08-20T15:53:35.153764
ACT-001050,CASE-000050,FIR/2025/PS-LKO-001/00050,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00027,2025-05-21T02:53:35.153793
ACT-001051,CASE-000051,FIR/2026/PS-MUM-001/00051,ASSIGNED,Case assigned to Primary IO Vidya Dubey (BADGE-CHE-1029).,OFFICER-00029,2025-08-29T02:53:35.153821
ACT-001052,CASE-000052,FIR/2026/PS-MUM-002/00052,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00020,2025-06-08T14:53:35.153848
ACT-001053,CASE-000053,FIR/2026/PS-PUN-001/00053,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00028,2026-08-18T19:53:35.153876
ACT-001054,CASE-000054,FIR/2026/PS-DEL-001/00054,STATUS_CHANGED,Case status updated to CHARGE_SHEET_FILED.,OFFICER-00040,2026-08-17T15:53:35.153904
ACT-001055,CASE-000055,FIR/2025/PS-DEL-002/00055,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00031,2026-05-07T14:53:35.153930
ACT-001056,CASE-000056,FIR/2026/PS-BLR-001/00056,INTERROGATION,Suspect Radha Bansal brought in for questioning.,OFFICER-00032,2025-09-19T07:53:35.153956
ACT-001057,CASE-000057,FIR/2024/PS-BLR-002/00057,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00028,2025-11-30T03:53:35.153988
ACT-001058,CASE-000058,FIR/2026/PS-CHE-001/00058,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00011,2025-12-02T05:53:35.154017
ACT-001059,CASE-000059,FIR/2026/PS-CHE-002/00059,CLOSED,Case investigation concluded and case closed.,OFFICER-00033,2026-07-27T22:53:35.154045
ACT-001060,CASE-000060,FIR/2024/PS-LKO-001/00060,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00009,2026-02-12T04:53:35.154070
ACT-001061,CASE-000061,FIR/2024/PS-MUM-001/00061,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00029,2026-05-01T04:53:35.154115
ACT-001062,CASE-000062,FIR/2025/PS-MUM-002/00062,ASSIGNED,Case assigned to Primary IO Seema Naidu (BADGE-LUC-1050).,OFFICER-00050,2025-08-08T17:53:35.154143
ACT-001063,CASE-000063,FIR/2024/PS-PUN-001/00063,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00019,2025-06-30T02:53:35.154185
ACT-001064,CASE-000064,FIR/2024/PS-DEL-001/00064,WITNESS_ADDED,Witness Umesh Joshi added to case record.,OFFICER-00019,2025-06-17T00:53:35.154231
ACT-001065,CASE-000065,FIR/2024/PS-DEL-002/00065,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00028,2025-07-19T15:53:35.154260
ACT-001066,CASE-000066,FIR/2024/PS-BLR-001/00066,WITNESS_ADDED,Witness Umesh Dutta added to case record.,OFFICER-00005,2026-07-20T18:53:35.154300
ACT-001067,CASE-000067,FIR/2025/PS-BLR-002/00067,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00002,2026-08-08T14:53:35.154333
ACT-001068,CASE-000068,FIR/2025/PS-CHE-001/00068,WITNESS_ADDED,Witness Shanti Nair added to case record.,OFFICER-00014,2026-05-24T02:53:35.154362
ACT-001069,CASE-000069,FIR/2026/PS-CHE-002/00069,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00019,2025-11-03T06:53:35.154388
ACT-001070,CASE-000070,FIR/2026/PS-LKO-001/00070,INTERROGATION,Suspect Vikram Dutta brought in for questioning.,OFFICER-00039,2025-07-13T13:53:35.154413
ACT-001071,CASE-000071,FIR/2025/PS-MUM-001/00071,REGISTERED,FIR filed and case registered at Colaba Police Station.,OFFICER-00043,2025-12-14T19:53:35.154441
ACT-001072,CASE-000072,FIR/2025/PS-MUM-002/00072,CLOSED,Case investigation concluded and case closed.,OFFICER-00031,2025-11-09T02:53:35.154467
ACT-001073,CASE-000073,FIR/2026/PS-PUN-001/00073,REGISTERED,FIR filed and case registered at Shivajinagar Police Station.,OFFICER-00015,2025-08-15T07:53:35.154492
ACT-001074,CASE-000074,FIR/2025/PS-DEL-001/00074,CLOSED,Case investigation concluded and case closed.,OFFICER-00040,2025-11-29T04:53:35.154520
ACT-001075,CASE-000075,FIR/2025/PS-DEL-002/00075,CLOSED,Case investigation concluded and case closed.,OFFICER-00044,2025-06-29T14:53:35.154550
ACT-001076,CASE-000076,FIR/2024/PS-BLR-001/00076,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00031,2025-05-02T01:53:35.154574
ACT-001077,CASE-000077,FIR/2026/PS-BLR-002/00077,WITNESS_ADDED,Witness Nisha Deshmukh added to case record.,OFFICER-00049,2025-07-18T08:53:35.154598
ACT-001078,CASE-000078,FIR/2026/PS-CHE-001/00078,REGISTERED,FIR filed and case registered at T. Nagar Police Station.,OFFICER-00017,2026-04-15T05:53:35.154631
ACT-001079,CASE-000079,FIR/2024/PS-CHE-002/00079,CLOSED,Case investigation concluded and case closed.,OFFICER-00041,2025-10-29T11:53:35.154658
ACT-001080,CASE-000080,FIR/2025/PS-LKO-001/00080,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00020,2025-08-30T10:53:35.154682
ACT-001081,CASE-000081,FIR/2026/PS-MUM-001/00081,ASSIGNED,Case assigned to Primary IO Pankaj Verma (BADGE-SOU-1025).,OFFICER-00025,2025-11-05T20:53:35.154712
ACT-001082,CASE-000082,FIR/2025/PS-MUM-002/00082,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00050,2026-02-14T09:53:35.154761
ACT-001083,CASE-000083,FIR/2024/PS-PUN-001/00083,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00028,2025-12-07T05:53:35.154789
ACT-001084,CASE-000084,FIR/2026/PS-DEL-001/00084,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00003,2026-02-19T01:53:35.154827
ACT-001085,CASE-000085,FIR/2025/PS-DEL-002/00085,WITNESS_ADDED,Witness Ritu Mishra added to case record.,OFFICER-00048,2025-08-08T08:53:35.154854
ACT-001086,CASE-000086,FIR/2026/PS-BLR-001/00086,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00006,2026-04-05T18:53:35.154880
ACT-001087,CASE-000087,FIR/2024/PS-BLR-002/00087,ASSIGNED,Case assigned to Primary IO Deepa Verma (BADGE-PUN-1003).,OFFICER-00003,2026-07-08T19:53:35.154904
ACT-001088,CASE-000088,FIR/2025/PS-CHE-001/00088,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00022,2025-11-07T17:53:35.154968
ACT-001089,CASE-000089,FIR/2025/PS-CHE-002/00089,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00034,2025-08-13T22:53:35.155013
ACT-001090,CASE-000090,FIR/2024/PS-LKO-001/00090,ASSIGNED,Case assigned to Primary IO Deepa Saxena (BADGE-CHE-1039).,OFFICER-00039,2025-10-27T05:53:35.155054
ACT-001091,CASE-000091,FIR/2025/PS-MUM-001/00091,REGISTERED,FIR filed and case registered at Colaba Police Station.,OFFICER-00037,2025-11-06T03:53:35.155095
ACT-001092,CASE-000092,FIR/2024/PS-MUM-002/00092,INTERROGATION,Suspect Suresh Bansal brought in for questioning.,OFFICER-00010,2026-04-02T01:53:35.155135
ACT-001093,CASE-000093,FIR/2024/PS-PUN-001/00093,REGISTERED,FIR filed and case registered at Shivajinagar Police Station.,OFFICER-00044,2026-07-06T00:53:35.155177
ACT-001094,CASE-000094,FIR/2026/PS-DEL-001/00094,WITNESS_ADDED,Witness Alok Bhowmick added to case record.,OFFICER-00043,2026-08-24T14:53:35.155226
ACT-001095,CASE-000095,FIR/2025/PS-DEL-002/00095,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00012,2026-07-27T19:53:35.155271
ACT-001096,CASE-000096,FIR/2026/PS-BLR-001/00096,INTERROGATION,Suspect Prachi Reddy brought in for questioning.,OFFICER-00039,2025-04-25T15:53:35.155320
ACT-001097,CASE-000097,FIR/2026/PS-BLR-002/00097,ASSIGNED,Case assigned to Primary IO Suresh Mukherjee (BADGE-SOU-1035).,OFFICER-00035,2026-06-18T20:53:35.155362
ACT-001098,CASE-000098,FIR/2025/PS-CHE-001/00098,INTERROGATION,Suspect Deepak Nair brought in for questioning.,OFFICER-00018,2026-08-06T08:53:35.155404
ACT-001099,CASE-000099,FIR/2024/PS-CHE-002/00099,ASSIGNED,Case assigned to Primary IO Deepa Verma (BADGE-PUN-1003).,OFFICER-00003,2025-04-30T20:53:35.155446
ACT-001100,CASE-000100,FIR/2026/PS-LKO-001/00100,WITNESS_ADDED,Witness Aarti Patel added to case record.,OFFICER-00014,2025-07-23T07:53:35.155489
ACT-001101,CASE-000101,FIR/2025/PS-MUM-001/00101,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00019,2025-05-24T22:53:35.155532
ACT-001102,CASE-000102,FIR/2024/PS-MUM-002/00102,ASSIGNED,Case assigned to Primary IO Pankaj Verma (BADGE-SOU-1025).,OFFICER-00025,2026-07-03T18:53:35.155574
ACT-001103,CASE-000103,FIR/2024/PS-PUN-001/00103,CLOSED,Case investigation concluded and case closed.,OFFICER-00012,2026-03-24T22:53:35.155621
ACT-001104,CASE-000104,FIR/2026/PS-DEL-001/00104,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00003,2026-07-11T02:53:35.155663
ACT-001105,CASE-000105,FIR/2025/PS-DEL-002/00105,INTERROGATION,Suspect Rekha Tiwari brought in for questioning.,OFFICER-00031,2025-11-05T18:53:35.155703
ACT-001106,CASE-000106,FIR/2026/PS-BLR-001/00106,CLOSED,Case investigation concluded and case closed.,OFFICER-00043,2025-09-23T05:53:35.155743
ACT-001107,CASE-000107,FIR/2024/PS-BLR-002/00107,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00001,2026-03-04T16:53:35.155816
ACT-001108,CASE-000108,FIR/2026/PS-CHE-001/00108,INTERROGATION,Suspect Dinesh Mehta brought in for questioning.,OFFICER-00023,2026-04-13T11:53:35.155864
ACT-001109,CASE-000109,FIR/2026/PS-CHE-002/00109,INTERROGATION,Suspect Suman Yadav brought in for questioning.,OFFICER-00027,2025-10-14T06:53:35.155910
ACT-001110,CASE-000110,FIR/2026/PS-LKO-001/00110,ASSIGNED,Case assigned to Primary IO Vikram Mehta (BADGE-CEN-1024).,OFFICER-00024,2025-06-21T11:53:35.155954
ACT-001111,CASE-000111,FIR/2024/PS-MUM-001/00111,REGISTERED,FIR filed and case registered at Colaba Police Station.,OFFICER-00014,2026-08-05T18:53:35.155996
ACT-001112,CASE-000112,FIR/2024/PS-MUM-002/00112,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00050,2025-09-05T07:53:35.156041
ACT-001113,CASE-000113,FIR/2024/PS-PUN-001/00113,INTERROGATION,Suspect Rohan Joshi brought in for questioning.,OFFICER-00020,2025-05-14T22:53:35.156083
ACT-001114,CASE-000114,FIR/2025/PS-DEL-001/00114,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00047,2026-07-09T05:53:35.156139
ACT-001115,CASE-000115,FIR/2024/PS-DEL-002/00115,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00016,2025-11-22T00:53:35.156179
ACT-001116,CASE-000116,FIR/2026/PS-BLR-001/00116,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00018,2025-09-09T02:53:35.156219
ACT-001117,CASE-000117,FIR/2024/PS-BLR-002/00117,INTERROGATION,Suspect Ganesh Dutta brought in for questioning.,OFFICER-00045,2025-05-29T17:53:35.156259
ACT-001118,CASE-000118,FIR/2024/PS-CHE-001/00118,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00004,2026-04-28T04:53:35.156299
ACT-001119,CASE-000119,FIR/2025/PS-CHE-002/00119,STATUS_CHANGED,Case status updated to CLOSED_UNSOLVED.,OFFICER-00009,2025-05-18T20:53:35.156339
ACT-001120,CASE-000120,FIR/2024/PS-LKO-001/00120,REGISTERED,FIR filed and case registered at Hazratganj Police Station.,OFFICER-00030,2025-06-03T23:53:35.156390
ACT-001121,CASE-000121,FIR/2026/PS-MUM-001/00121,WITNESS_ADDED,Witness Nisha Deshmukh added to case record.,OFFICER-00034,2026-07-13T18:53:35.156456
ACT-001122,CASE-000122,FIR/2026/PS-MUM-002/00122,ASSIGNED,Case assigned to Primary IO Umesh Deshmukh (BADGE-MUM-1032).,OFFICER-00032,2026-07-13T10:53:35.156503
ACT-001123,CASE-000123,FIR/2024/PS-PUN-001/00123,INTERROGATION,Suspect Asha Chatterjee brought in for questioning.,OFFICER-00032,2026-04-10T08:53:35.156548
ACT-001124,CASE-000124,FIR/2026/PS-DEL-001/00124,ASSIGNED,Case assigned to Primary IO Pankaj Verma (BADGE-SOU-1025).,OFFICER-00025,2026-07-26T13:53:35.156591
ACT-001125,CASE-000125,FIR/2025/PS-DEL-002/00125,ASSIGNED,Case assigned to Primary IO Abhishek Mukherjee (BADGE-CEN-1004).,OFFICER-00004,2026-02-06T17:53:35.156632
ACT-001126,CASE-000126,FIR/2024/PS-BLR-001/00126,ASSIGNED,Case assigned to Primary IO Pankaj Verma (BADGE-SOU-1025).,OFFICER-00025,2026-06-03T11:53:35.156674
ACT-001127,CASE-000127,FIR/2024/PS-BLR-002/00127,WITNESS_ADDED,Witness Rahul Reddy added to case record.,OFFICER-00020,2026-05-07T05:53:35.156715
ACT-001128,CASE-000128,FIR/2024/PS-CHE-001/00128,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00007,2026-03-05T15:53:35.156761
ACT-001129,CASE-000129,FIR/2026/PS-CHE-002/00129,ASSIGNED,Case assigned to Primary IO Vinod Gowda (BADGE-PUN-1033).,OFFICER-00033,2026-07-25T03:53:35.156803
ACT-001130,CASE-000130,FIR/2025/PS-LKO-001/00130,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00018,2025-07-07T03:53:35.156853
ACT-001131,CASE-000131,FIR/2025/PS-MUM-001/00131,ASSIGNED,Case assigned to Primary IO Arjun Iyer (BADGE-CHE-1049).,OFFICER-00049,2026-05-28T22:53:35.156901
ACT-001132,CASE-000132,FIR/2026/PS-MUM-002/00132,WITNESS_ADDED,Witness Vinod Chauhan added to case record.,OFFICER-00001,2026-03-12T07:53:35.156947
ACT-001133,CASE-000133,FIR/2025/PS-PUN-001/00133,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00013,2026-01-09T20:53:35.156991
ACT-001134,CASE-000134,FIR/2024/PS-DEL-001/00134,INTERROGATION,Suspect Vikram Kumar brought in for questioning.,OFFICER-00041,2025-10-30T13:53:35.157038
ACT-001135,CASE-000135,FIR/2025/PS-DEL-002/00135,CLOSED,Case investigation concluded and case closed.,OFFICER-00035,2025-11-27T02:53:35.157081
ACT-001136,CASE-000136,FIR/2025/PS-BLR-001/00136,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00017,2025-08-01T02:53:35.157122
ACT-001137,CASE-000137,FIR/2025/PS-BLR-002/00137,CLOSED,Case investigation concluded and case closed.,OFFICER-00042,2025-12-31T06:53:35.157164
ACT-001138,CASE-000138,FIR/2026/PS-CHE-001/00138,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00002,2025-12-11T01:53:35.157207
ACT-001139,CASE-000139,FIR/2026/PS-CHE-002/00139,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00032,2025-05-25T08:53:35.157250
ACT-001140,CASE-000140,FIR/2025/PS-LKO-001/00140,WITNESS_ADDED,Witness Neha Patel added to case record.,OFFICER-00007,2026-02-07T05:53:35.157291
ACT-001141,CASE-000141,FIR/2026/PS-MUM-001/00141,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00040,2026-06-12T07:53:35.157331
ACT-001142,CASE-000142,FIR/2024/PS-MUM-002/00142,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00023,2026-08-03T03:53:35.157372
ACT-001143,CASE-000143,FIR/2024/PS-PUN-001/00143,CLOSED,Case investigation concluded and case closed.,OFFICER-00018,2025-05-27T10:53:35.157416
ACT-001144,CASE-000144,FIR/2024/PS-DEL-001/00144,REGISTERED,FIR filed and case registered at Connaught Place Police Station.,OFFICER-00050,2025-07-11T17:53:35.157458
ACT-001145,CASE-000145,FIR/2025/PS-DEL-002/00145,ASSIGNED,Case assigned to Primary IO Ananya Dutta (BADGE-BAN-1047).,OFFICER-00047,2026-01-09T11:53:35.157503
ACT-001146,CASE-000146,FIR/2026/PS-BLR-001/00146,CLOSED,Case investigation concluded and case closed.,OFFICER-00008,2026-02-04T02:53:35.157545
ACT-001147,CASE-000147,FIR/2024/PS-BLR-002/00147,INTERROGATION,Suspect Prachi Chauhan brought in for questioning.,OFFICER-00047,2026-02-10T11:53:35.157587
ACT-001148,CASE-000148,FIR/2026/PS-CHE-001/00148,ASSIGNED,Case assigned to Primary IO Vivek Nair (BADGE-CEN-1034).,OFFICER-00034,2026-04-14T18:53:35.157628
ACT-001149,CASE-000149,FIR/2025/PS-CHE-002/00149,CLOSED,Case investigation concluded and case closed.,OFFICER-00014,2025-10-05T16:53:35.157673
ACT-001150,CASE-000150,FIR/2026/PS-LKO-001/00150,INTERROGATION,Suspect Manju Menon brought in for questioning.,OFFICER-00019,2025-05-03T07:53:35.157717
ACT-001151,CASE-000151,FIR/2024/PS-MUM-001/00151,STATUS_CHANGED,Case status updated to CLOSED_SOLVED.,OFFICER-00045,2026-05-01T09:53:35.157759
ACT-001152,CASE-000152,FIR/2024/PS-MUM-002/00152,REGISTERED,FIR filed and case registered at Bandra Police Station.,OFFICER-00022,2025-10-20T07:53:35.157803
ACT-001153,CASE-000153,FIR/2024/PS-PUN-001/00153,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00031,2026-07-27T20:53:35.157844
ACT-001154,CASE-000154,FIR/2024/PS-DEL-001/00154,REGISTERED,FIR filed and case registered at Connaught Place Police Station.,OFFICER-00043,2026-08-16T06:53:35.157888
ACT-001155,CASE-000155,FIR/2026/PS-DEL-002/00155,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00002,2025-12-05T23:53:35.157927
ACT-001156,CASE-000156,FIR/2024/PS-BLR-001/00156,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00037,2026-03-08T17:53:35.157972
ACT-001157,CASE-000157,FIR/2025/PS-BLR-002/00157,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00030,2026-01-27T15:53:35.158015
ACT-001158,CASE-000158,FIR/2024/PS-CHE-001/00158,CLOSED,Case investigation concluded and case closed.,OFFICER-00037,2025-10-12T04:53:35.158069
ACT-001159,CASE-000159,FIR/2025/PS-CHE-002/00159,INTERROGATION,Suspect Kiran Nair brought in for questioning.,OFFICER-00049,2026-08-03T04:53:35.158122
ACT-001160,CASE-000160,FIR/2026/PS-LKO-001/00160,REGISTERED,FIR filed and case registered at Hazratganj Police Station.,OFFICER-00022,2026-01-10T22:53:35.158164
ACT-001161,CASE-000161,FIR/2026/PS-MUM-001/00161,ASSIGNED,Case assigned to Primary IO Gaurav Tiwari (BADGE-MUM-1022).,OFFICER-00022,2026-07-20T20:53:35.158204
ACT-001162,CASE-000162,FIR/2025/PS-MUM-002/00162,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00034,2026-06-13T07:53:35.158245
ACT-001163,CASE-000163,FIR/2025/PS-PUN-001/00163,CLOSED,Case investigation concluded and case closed.,OFFICER-00048,2026-08-16T10:53:35.158285
ACT-001164,CASE-000164,FIR/2025/PS-DEL-001/00164,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00012,2026-07-21T01:53:35.158325
ACT-001165,CASE-000165,FIR/2025/PS-DEL-002/00165,ASSIGNED,Case assigned to Primary IO Aarti Malik (BADGE-CHE-1048).,OFFICER-00048,2026-07-29T06:53:35.158365
ACT-001166,CASE-000166,FIR/2026/PS-BLR-001/00166,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00043,2025-12-11T14:53:35.158405
ACT-001167,CASE-000167,FIR/2025/PS-BLR-002/00167,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00017,2025-11-02T16:53:35.158453
ACT-001168,CASE-000168,FIR/2026/PS-CHE-001/00168,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00029,2025-10-16T20:53:35.158495
ACT-001169,CASE-000169,FIR/2025/PS-CHE-002/00169,ASSIGNED,Case assigned to Primary IO Nikhil Gowda (BADGE-SOU-1015).,OFFICER-00015,2026-04-14T19:53:35.158535
ACT-001170,CASE-000170,FIR/2026/PS-LKO-001/00170,ASSIGNED,Case assigned to Primary IO Indu Singh (BADGE-BAN-1046).,OFFICER-00046,2026-01-21T09:53:35.158583
ACT-001171,CASE-000171,FIR/2024/PS-MUM-001/00171,ASSIGNED,Case assigned to Primary IO Abhishek Mukherjee (BADGE-CEN-1004).,OFFICER-00004,2025-09-26T06:53:35.158631
ACT-001172,CASE-000172,FIR/2025/PS-MUM-002/00172,WITNESS_ADDED,Witness Savita Singh added to case record.,OFFICER-00048,2025-11-10T11:53:35.158675
ACT-001173,CASE-000173,FIR/2024/PS-PUN-001/00173,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00008,2025-06-12T06:53:35.158725
ACT-001174,CASE-000174,FIR/2025/PS-DEL-001/00174,ASSIGNED,Case assigned to Primary IO Chandan Pandey (BADGE-LUC-1040).,OFFICER-00040,2025-06-08T05:53:35.158775
ACT-001175,CASE-000175,FIR/2025/PS-DEL-002/00175,REGISTERED,FIR filed and case registered at Hauz Khas Police Station.,OFFICER-00017,2025-11-02T12:53:35.158819
ACT-001176,CASE-000176,FIR/2025/PS-BLR-001/00176,INTERROGATION,Suspect Mahesh Naidu brought in for questioning.,OFFICER-00034,2025-05-16T21:53:35.158871
ACT-001177,CASE-000177,FIR/2024/PS-BLR-002/00177,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00029,2025-09-12T03:53:35.158922
